title,price,itemWebUrl,sellerUsername,condition,itemLocation,categoryPath,buyingOptions,searchKeyword
KTM Racing Powerwear Hoodie Mens Size Large Zip Up Sweatshirt Motorcross Y2K,29.99,https://www.ebay.com/itm/800046437343?_skw=KTM+PowerWear&hash=itemba467bd3df:g:0YwAAeSwisJqDkyh,ohiotagn,Pre-owned - Good,"450**, US","Hoodies & Sweatshirts > Men's Clothing > Clothing, Shoes & Accessories > Activewear > Men","FIXED_PRICE,BEST_OFFER",KTM PowerWear
KTM PowerWear Racetech Jacket,241.99,https://www.ebay.com/itm/298331964123?_skw=KTM+PowerWear&hash=item4575f882db:g:-HoAAeSwKuRqDDic,motosportinc,New with tags,"240**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,KTM PowerWear
KTM PowerWear USWE Moto Hydro 8L Hydration Pack - Black,164.99,https://www.ebay.com/itm/298231968760?_skw=KTM+PowerWear&hash=item457002b3f8:g:ipUAAeSwisJp4LZV,motosportinc,New with tags,"240**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,KTM PowerWear
"KTM PowerWear Baby Body Set 2-Pack Cotton Infant Onesies Newborn,Toddler 0-24 MO",40.99,https://www.ebay.com/itm/178169824104?_skw=KTM+PowerWear&hash=item297bbfc368:g:xMUAAeSwAyNqFwy3,mypowersports_com,New with tags,"487**, US","Apparel > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Automotive Accessories & Merchandise",FIXED_PRICE,KTM PowerWear
KTM PowerWear Blast XR1 Lens,24.59,https://www.ebay.com/itm/298320029910?_skw=KTM+PowerWear&hash=item45754268d6:g:ya8AAeSw2wNqBu7b,motosportinc,New with tags,"240**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,KTM PowerWear
KTM PowerWear WP Team Polo Shirt,59.44,https://www.ebay.com/itm/298354849459?_skw=KTM+PowerWear&hash=item457755b6b3:g:hxMAAeSwtmpqFW-L,motosportinc,New with tags,"240**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,KTM PowerWear
KTM PowerWear Racetech Vest,125.99,https://www.ebay.com/itm/306958933241?_skw=KTM+PowerWear&hash=item47782d9cf9:g:KuEAAeSwPmNqEs53,motosportinc,New with tags,"240**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,KTM PowerWear
KTM PowerWear Long Touring Underpants,65.59,https://www.ebay.com/itm/306958100860?_skw=KTM+PowerWear&hash=item477820e97c:g:7AcAAeSwLQ1qEioC,motosportinc,New with tags,"240**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,KTM PowerWear
Red Bull KTM Racing Powerwear Mechanic Shirt Mens Large Short Sleeve Spellout,26.96,https://www.ebay.com/itm/389876849100?_skw=KTM+PowerWear&hash=item5ac67899cc:g:M-oAAeSwJfBp2ppQ,reclaim_retro,Pre-owned - Excellent,"640**, US","Casual Button-Down Shirts > Men's Clothing > Clothing, Shoes & Accessories > Shirts > Men","FIXED_PRICE,BEST_OFFER",KTM PowerWear
KTM PowerWear Corporate Shoes,150.00,https://www.ebay.com/itm/177990542152?_skw=KTM+PowerWear&hash=item2971102348:g:N~gAAeSwdylpw3T7&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYP16g64sfQ8JR0XpphBeGJfsRgNIGIX%2BopQEY0jgGuV38AtuTa5%2Bur0aycZZeU4%2FRrb84GNtNWbhHFNQYXUE7PLTAzrEky8UJox6FSEn0TseUA8MVqRq9xGf5dRrU4FqIMeoVv9TYHacVt1Dz6I7WK0EStazTbjCm9V01o3R2HTVlF1jGNtlE4cHmukG6Imtoi5EvLeJjBFQx1SHb9OgNgeWcW5ud3Jru%2B%2F94ktyL%2B%2BIkczTmUYbA1t7jGseaa3jR7urQ8kgeFi2Hf%2BDmkSPDXHFcPM4IQFx%2B%2Ftqm98cxtzA%3D%3D,dvsthor604,New with tags,"852**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",KTM PowerWear
KTM PowerWear 2021 Rain Jacket - Small,40.00,https://www.ebay.com/itm/397658819496?_skw=KTM+PowerWear&hash=item5c96500ba8:g:JQQAAeSwkyxpokyh&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGahQPNXzufiOEG9o2JpccqGXhKTdjf3asRzVANtTI%2Fxq%2BIaSMclaQTJYStrEGtZh3IycIJiOYEjN1EZWXgKLVpyx81%2F86p4e4AnXqp5qpVaJxmZ8RMUXDcabpfrBtxK%2Bnunm2l1r8HLcK3hJcJ0liKFh81sJA7WrRjexYKzQ0rJYYSlEE1KXt7BLR%2FY3FgnIYHUhbVHIbTE%2FqEHBWQvrNmFEaC%2FeUjTT6GNg6zDMLvdiA0PUJSZxfds4rWGomiLjPecLaNjtkucETnzfLMVw5vWd20qggWF8U4iolkDzxTlPg%3D%3D,acapcustoms,New with tags,"028**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",KTM PowerWear
Dainese Racing Perforated Leather Motorcycle Jacket Size EU 50 - US 40,200.00,https://www.ebay.com/itm/398043955140?_skw=Dainese&hash=item5cad44bfc4:g:4hEAAeSwM7JqJ7-X,kyabex,Pre-owned,"968**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Druid 4 Leather Gloves White CE Armor Summer Racing Motorcycle,189.99,https://www.ebay.com/itm/188483009220?_skw=Dainese&hash=item2be2767ac4:g:WXEAAeSwYe5qJrWc&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZ6cMIOjbpiVuaFaqrXUmesQFXGiUZtddkRd7N2aZc7UpBX1Qhj3DPFutA1T2kiHiEq43ZITe%2FRcz47nzTxXNv%2BXBZySPDN%2BmndLtewQmajEXU6P%2B2cWWHYoqZiYrCEfT9ie4IJgMvP7r5uDB91sncrgJRbL702KcsxvsLJM0G%2FNRRw30bkLI7Th1XV4mIs7wGfAUG9GqQ8s59L%2FGSeYQqMAoRvuW%2F%2BaCmbJKWojNigOMlnGIIoonWkXUIAgx6%2FMFupR4qZyZzw2wLIovnRx1Jq09X5gygB7%2BAgBsWoD8n70w%3D%3D,jason112211,New with tags,"112**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Super Speed 4 Cowhide Leather Jacket,299.99,https://www.ebay.com/itm/168368268594?_skw=Dainese&hash=item273387e532:g:J68AAeSw7kpqCgSS&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGasUWrrV%2FoQh4SlYyQzV9nBTMayxLQkJ8%2FMycZ7AkscVW8hWA%2F0D8AouqVgNkRT%2BkKFNCP1ohvrEO579mGCCxXsMn7UHXdGu1ubbVvvHPUqMC4ti%2FcqehsQ%2BNKtawKnCe8NE7EB93MsBK5gqlg7tE3r5%2Fu2U79YeWy8Xv0F0FilAxlpq%2BLCt5PPoFAkoxoSDTC8TNv3XPpxpmYHpmNXenX8RBOoj2i2t9Wa%2FfGScsPTPSYWt2X3J4VaiC%2BN8gVODMMPh5%2Bc2zFlA3lF2ukMInUw2%2BFvbtwFEECXvOtb3UMERA%3D%3D,royalcombatcollection,New without tags,PK,"Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Hydra Flux 2 Air D-Dry Womens Motorcycle Jacket Black | EU 46,89.70,https://www.ebay.com/itm/178205805101?_skw=Dainese&hash=item297de4ca2d:g:gjwAAeSwm-VqJ4Ll&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGY5NhA332foYCY3iJ2YzVKQpiX%2FV2cOZH8jLTRolzTPu9xDgkwjbl4DFvXaaRoMDDTbzmrmNtqhunltXSIP%2FlXzYtDu4koZtZgmUtzc551IiqYxNDUO0%2FkskeXOZFYj535e2tDZPbyrx0KlIAwPk1Rc4SV5JnWQwvVcrSUFbmaBjP6ChAvZr3jeqHNiZVjxnxuuBmkWvrtA%2B572pBAtVtLsWM86%2BSIs%2BxZuhDgKKf6UN3zB5ioyx78DIvDJmRWp5NQH9ECGFCe7KH058pwxMBf7,hiddeninthehills,Pre-owned - Excellent,"900**, US","Coats, Jackets & Vests > Clothing, Shoes & Accessories > Women's Clothing > Women",FIXED_PRICE,Dainese
Dainese Full Metal Gloves - 8.5M,170.00,https://www.ebay.com/itm/178198653785?_skw=Dainese&hash=item297d77ab59:g:YCkAAeSwG21qJHCM,lechat99,Pre-owned,"770**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Laguna Seca 5  Race Suit Black/White Size 50 - Free Shipping!,799.99,https://www.ebay.com/itm/206331904159?_skw=Dainese&hash=item300a57009f:g:jUoAAeSw-JNqJvti,blvd-sales-19,Pre-owned,"902**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese leather jacket 50 + Zip in Liner + Built in Elbow and Shoulder Armor,250.00,https://www.ebay.com/itm/318429960996?_skw=Dainese&hash=item4a23e79b24:g:4TcAAeSwK-9qJ6F5,sensay77,Pre-owned,"949**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Carbon 4 Motorcycle Gloves Size L,100.00,https://www.ebay.com/itm/366465032989?_skw=Dainese&hash=item555304a31d:g:bPoAAeSwBfhqJxV~,404nate,New with tags,"301**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Steel Pro,200.00,https://www.ebay.com/itm/157982774122?_skw=Dainese&hash=item24c881d36a:g:7aMAAeSwEgFqJ39V,aarfreraw,Pre-owned,"970**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Super Speed SP-R Motorcycle Jacket Mens Size 58,150.00,https://www.ebay.com/itm/178201119707?_skw=Dainese&hash=item297d9d4bdb:g:9acAAeSwoKJqIKFK,jkriter08,Pre-owned,"800**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,AUCTION",Dainese
Dainese Steel Pro Race Motorcycle Gloves Black Size 9/L,150.00,https://www.ebay.com/itm/267684365840?_skw=Dainese&hash=item3e533b4610:g:ATYAAeSwNEpqGlWB,crushingforces,Pre-owned,"975**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Motorcycle Jacket M Size 56 White/Blk Full Zip Riding Biker Armored Logo,124.99,https://www.ebay.com/itm/267693677656?_skw=Dainese&hash=item3e53c95c58:g:wgIAAeSw479qJyEg,dcharles3113,Pre-owned,"945**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
dainese jacket size 56,80.00,https://www.ebay.com/itm/188485197373?_skw=Dainese&hash=item2be297de3d:g:T-wAAeSwlWhqJ07G,gwmiller_68,Pre-owned,"920**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,AUCTION",Dainese
Dainese druid 3 gloves motorcycle white leather gloves motorcycle racing gloves,199.00,https://www.ebay.com/itm/127856069889?_skw=Dainese&hash=item1dc4d0cd01:g:JfUAAeSwZZBp~8jJ&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZIrLz%2BcQQCAbe%2FYGTbMO7z12nlApNXJeCv%2F3lpNbxMGl89jlBt2Rm6f%2BNVa1mnX%2FV8LIPOkPXFc2MZKlxaqqbSB9CjgrVblGijMRQe0dFRR8tRY4wDPpegmKaZREA5SXkNF0PUWm80oUyjumPh0W2Wmv21OTrODfbw6R4xeIZFIXN0Mwlk4fsKKb9fJaleFmvV2Ibbh5PaLmaGaZI6qwfKkerBNbCRTFxyKQAHvaDA9%2FAqtQpgewEF2J%2FyKiV33tr%2BN5dTpn7gepujXbwsC4geebb6DqT2W294JdOzI5ZrEA%3D%3D,marlia-5658,New with tags,PK,"Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Torque 3 Fluo Yellow US8.5 | EU41,288.34,https://www.ebay.com/itm/398006717242?_skw=Dainese&hash=item5cab0c8b3a:g:ZHAAAeSweCpqGsOx&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGarlTytbVnfBNxCKlyQoHdGRWME6QZ48q2tQkyifwvLqczdL4JmVUUSSeaIVVZ8j7cpBSXFgjH4SoxqhCoHTQtYT2Ht4KPWCoDefhZVBHoy%2FEfTl9JYUtT%2FtP8WpnUf91OIN6vKRcp%2B%2FqtjwzMXd5D%2B1%2BRuhLACIjsvMc3L0Jdq%2FwEqyjLd9AYcL%2BscW59CGEs0W4VisVtSszOuZlY1Ld1QxNIaSjNoAUh5R9epDWM29Hp0KGeJYg4DFM6uWlBN48MEx8spu%2BTuyfA%2BQfM%2BvlR3SLISg4UpzUPHCl0BqaDhYA%3D%3D,motogear24,Gebraucht,"88***, DE","Stiefel & Schuhe > Kleidung, Schutzausrüstung & Merchandise > Auto & Motorrad: Teile > Motorrad- & Motorsportausrüstung","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Tempest 3 D-Dry Lady motorcycle pants.,230.00,https://www.ebay.com/itm/366463039800?_skw=Dainese&hash=item5552e63938:g:AhUAAeSwLApqJhKk&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZwlZ3nj2YlvQAvY8T%2Fc8XpvNqO5T3YhhVte%2FaAHFVbBNGnur6xvU6uLA92q58vv9H%2Fx6h37eufnCnrzh6YPi0ycq8R8%2BxANzKOizDJ%2B0rCh6GrAsAY2l5nXUitR3iZhMfk9jTsYqasdKPo0Pr7svn1DQCZxWDpFSWvdE3OIRwSBFAiAOWXBKH3Un9HxuKpFLEijtU6ca44hyYU9JJ0eNWz1r%2F6%2BtzI11sDPkjIZUr6E8iZbMX%2BIoTwPUEWvEMRCcZlOWhtNToQn2%2FsCnUAyw8W,gracieg9876,New with tags,"243**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Super Speed TEX SPR Motorcycle Jacket Size 56 Black/Red/White,280.00,https://www.ebay.com/itm/147347993901?_skw=Dainese&hash=item224e9ff52d:g:UWgAAeSwCitqH2Hm,lpn1985,Pre-owned,"245**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Men’s Dainese Leather Jacket Size 56EU/46US XL,250.00,https://www.ebay.com/itm/236866495994?_skw=Dainese&hash=item372657e5fa:g:AMYAAeSwYe5qJzXT,jceba5,Pre-owned,"729**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Laguna Evo Leather Motorcycle Jacket Armor Black Mens US 44 EU 64,189.99,https://www.ebay.com/itm/800139726113?_skw=Dainese&hash=itemba4c0b4d21:g:SEMAAeSwm-VqJdSc,volotor-30,Pre-owned,"210**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Leather Motorcycle Jacket CE Armored -  Euro 50 / US Men's 42 Chest,156.00,https://www.ebay.com/itm/206331034474?_skw=Dainese&hash=item300a49bb6a:g:2d8AAeSwlVRpqbhG,tsw_66,Pre-owned,"303**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Zen Evo Leather Motorcycle Jacket Black/White 56,239.00,https://www.ebay.com/itm/336628961247?_skw=Dainese&hash=item4e60a64fdf:g:J6wAAeSwPZdqJ24K,vreminc,Pre-owned,"430**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Assen Perforated Leather Racing Motorcycle Jacket LOW MILES!! - Size 58,320.00,https://www.ebay.com/itm/206329267828?_skw=Dainese&hash=item300a2ec674:g:Jl0AAeSwgrxqJZnt,tsw_66,Pre-owned,"303**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Pro-Armor S JKT2 Motorcycle Jacket Men’s Large Black And Blue Full Armor,80.00,https://www.ebay.com/itm/318168055177?_skw=Dainese&hash=item4a144b3d89:g:d-IAAeSwEPFp47ch,desertdriftmarket,Pre-owned,"852**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Racing Motorcycle Leather Jacket Size 58 Women’s  Black,189.99,https://www.ebay.com/itm/188485150572?_skw=Dainese&hash=item2be297276c:g:P0oAAeSw2PhqJ07S,hondorondo1313,Pre-owned,"809**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Splugen  3L D-Dry Jacket Vapor-Blue / Black - Size 52 EU,329.99,https://www.ebay.com/itm/366271725598?_skw=Dainese&hash=item55477f001e:g:UUoAAeSwr-tptI3S,discountmotorsports2,Pre-owned,"850**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese D-Dry Waterproof Motorcycle Jacket CE Armor w D30 CE 2 Back Protector 52,140.00,https://www.ebay.com/itm/206331420487?_skw=Dainese&hash=item300a4f9f47:g:60IAAeSwYclqJsqu,tsw_66,Pre-owned,"303**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Men's RAZON Leather Motorcycle Riding Jacket | EU 48 US 38,128.00,https://www.ebay.com/itm/147020191573?_skw=Dainese&hash=item223b161755:g:myUAAeSwZzFpOC1d,smyth555,Pre-owned - Good,"013**, US","Coats, Jackets & Vests > Men's Clothing > Clothing, Shoes & Accessories > Men","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Padded Motorcycle Base Layer Pants Men’s Sz. S  Hip & Knee Pads NORSOREX,59.99,https://www.ebay.com/itm/406985741110?_skw=Dainese&hash=item5ec23d9336:g:S7IAAeSw1MxqJ2~9,through_the_roof,New without tags,"144**, US","Motorcycle Pants & Chaps > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Druid 3 Black Leather gloves All Sizes,189.99,https://www.ebay.com/itm/188483031856?_skw=Dainese&hash=item2be276d330:g:XZ0AAeSwknNqJrhR&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYgO450GEupoyJdTumr%2BAXLbymFnvExQGR6G48wK0IZAzRE5jDb0DmFBhu9Cx7eJisxIOq4OUmQXPE4Ztcj%2FkJYKtPji3ZBGXSCPhy%2BFkO%2B6z04Z%2BPvTrpziiGgF3oqHN73KAYcJfdh1HslO8lwUWKnd%2BapSyzUsAUzXfETQU%2BTZDm1qRBk36psthSS%2BT380iqr4QJimyiZdbiy5mtSQ6guHjBOJg5QAbQV4OGNFkRXsky9bGwEu%2Fif4YpAckCdTVIlNpMfKtJmPBFR5W6dLLELrFmgojuKWxsXbctR9NY00Q%3D%3D,jason112211,New with tags,"112**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese druid 3 white leather gloves motorcycle gloves,99.00,https://www.ebay.com/itm/127807736859?_skw=Dainese&hash=item1dc1ef4c1b:g:u2QAAeSwaENp3M0u&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGYfrNHR%2BeI1onUILPuH3OdH8K2r7cAhE2xc452CKyk5PtMqB4RYB3snftVPtkcfzOqjDD6KMXa3iPRQX6mnWc8UZVEVIELYdAfDK5ROXCFqYR3FYu0agH8mupfirx6CisUuDFM4JQMfoys5Q3AGGIUDCKZiOMDBmjYpqLOB%2BcYwxhvdQBNVy5Rj6XOW8rLlGlT2QVTjV%2BlER8EWOBdCFl%2FlxHtVGIKj0scBhuBcet6MUXBE%2B8RzUfbcGcKyKtkKt1oej5EHVIPWM68aKGRUIskn,marlia-5658,New with tags,PK,"Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Black & Red Cowhide Leather Motorcycle Jacket,210.00,https://www.ebay.com/itm/147326822797?_skw=Dainese&hash=item224d5ce98d:g:xNwAAeSwQIpqEd2N&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbgbNgXBzG74UT1Pvifj9ZWB%2FWQj6qP9IEBc74G6lHYXWQUmKB7vHXk3REuAyoVqRqZVSIqcuifaQF55CoVGH1WExNpPoH%2B3I9bykDTFWHJaKQY2DU1iNQfBqMusl1S%2FSCGIuVpf8MdDw8B9usdstFPajty11%2FwVG%2BxYf75klgCL2b6zSgRdfBbG4phOJNZFfAJtqcXnwnE60LTucCbENAmyVzX8X52dfMJHPcIn06Ph5IfkjX4V3demYArJZKyj1C30%2FqZB3JC8vZSF6PDP93KEk0BPW8FaBv2G5DtAXrJIg%3D%3D,theridergarage,New without tags,PK,"Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
dainese mens leather jacket 52 With Shoulder Armour ,239.00,https://www.ebay.com/itm/287113535046?_skw=Dainese&hash=item42d94cde46:g:ZKEAAeSwt4dpfp-6&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZrmDnDDqC8WL4lzaa2JtG%2BmxYLQmwdKzINexg3sDCbBEz8chjvqAKkVNHRAAHS6QQuwQ1PbAFf%2FwJykYy9z4TWaxR8a%2FUeJFxh6bxcgWBJezesx%2BMYo1CzjQ%2Ftr6tLTxRtizXwI6t3YxVg4c%2F9wVliQ4SRbbBENdhyLxsbvcYvHgIr7pojHWXKSuCFn97oAwe9ibiE8hZlQX8UwK98j48iPppMOBbOFF066u1NcJk99k40TyRct%2BTh%2B8qlwQYyNTsyRr7pW3q1QxGTjOdxHXq%2F,tarekmse,Pre-owned,"852**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Vintage Dainese Men's Freddy Spencer Leather Armored Moto Jacket Size 54 (LG),196.99,https://www.ebay.com/itm/168423101893?_skw=Dainese&hash=item2736cc95c5:g:mUkAAeSwwflqHlvh,8ten1944,Pre-owned,"487**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Armored Race Leathers - Red - Euro Size 56,260.00,https://www.ebay.com/itm/188436102700?_skw=Dainese&hash=item2bdfaabe2c:g:V60AAeSwyuRqGILc,tahoesupermoto,Pre-owned,"895**, US","Racing & Riding Suits > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Men's Motorcycle Textile Jacket Size 54,164.99,https://www.ebay.com/itm/358633393390?_skw=Dainese&hash=item5380374cee:g:ccMAAeSwSshqIB0g,reliablesalesforyou,Pre-owned,"483**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Racing 3 Mens D-Dry Motorcycle Jacket Black/Black/Red 56 EUR,348.70,https://www.ebay.com/itm/306882183763?_skw=Dainese&hash=item47739a8253:g:FcgAAeSwppNp34vu,perf-moto_outlet,New without tags,"494**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
Dainese Mig C2 Black Leather Motorcycle Gloves EUC size 7.5 Womens L - Mens S,65.00,https://www.ebay.com/itm/198402717556?_skw=Dainese&hash=item2e31b93774:g:IfIAAeSwZXFqIgIY,vintagecomeups,Pre-owned,"981**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear",FIXED_PRICE,Dainese
"Dainese Ducati Performance Fogarty ""Foggy"" Leather Jacket w Pads Size 56 NICE!!",400.00,https://www.ebay.com/itm/147285153433?_skw=Dainese&hash=item224ae11699:g:ujsAAeSwKuhp2HOU,ducati_depot,Pre-owned,"347**, US","Motorcycle Jackets > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
Dainese Carbon 3 Men's Motorcycle Gloves (9.5/XL),90.00,https://www.ebay.com/itm/287310460892?_skw=Dainese&hash=item42e509b7dc:g:eigAAeSwph5p9~-k&amdata=enc%3AAQALAAAA4ACCtXRWQnOEpyOqnQQ8KGZFIJjVqqtoSLT8qlh5hIZeZxwtKyg6Eooa8W%2BLbZiegDRVky4GDTmhro3KoyHfEhlA62Rv3OQ1uynJ1oykgFWeHkA5OZ%2B0rK%2BhCq047M995%2FiuP7j1ARb0ztMnXpHP8SHAHQwafLAE5g%2BxfsUzn0wfSn4r%2FvjL%2BXLdFqwQiS%2B5OXnW2QAasmMk184zbdvmY8Jcf0quWHgzuNSzY83v2FMKObCosn2o2U8LsE6k72xqdmhqCRY2SAlh8KOm2HKqFHsURqMKWaolBGN9C7lVtikT,giants916,New without tags,"956**, US","Gloves > eBay Motors > Parts & Accessories > Apparel, Protective Gear & Merchandise > Motorcycle & Powersports Gear","FIXED_PRICE,BEST_OFFER",Dainese
